id,brand,series,material,model,windowType,size,glassType,priceRangeLow,priceRangeHigh,energyRating,uFactor,shgc,warrantyYears,installationIncluded,climateZones,features,popularityScore,customerRating,link
6459,Milgard,Trinsic,Aluminum,Trinsic Double-Hung,Double-Hung,48x60,Triple Pane,452,530,Energy Star Certified,0.22,0.25,15,No,"Northern, North-Central, South-Central","Lightweight, Modern Look, Recyclable, Superior Insulation",83,4.0,https://www.milgard.com/
6460,Milgard,Trinsic,Aluminum,Trinsic Double-Hung,Double-Hung,48x60,Triple Pane Low-E,517,607,Energy Star Most Efficient,0.18,0.22,15,No,All Zones,"Lightweight, Modern Look, Recyclable, Low-E Coating",83,4.0,https://www.milgard.com/
6461,Milgard,Trinsic,Aluminum,Trinsic Double-Hung,Double-Hung,60x72,Double Pane,397,467,Energy Star Certified,0.32,0.35,15,No,"South-Central, Southern","Lightweight, Modern Look, Recyclable, Easy Cleaning",83,4.0,https://www.milgard.com/
6462,Milgard,Trinsic,Aluminum,Trinsic Double-Hung,Double-Hung,60x72,Double Pane Low-E,457,537,Energy Star Certified,0.28,0.3,15,No,All Zones,"Lightweight, Modern Look, Recyclable, Low-E Coating",83,4.0,https://www.milgard.com/
6463,Milgard,Trinsic,Aluminum,Trinsic Double-Hung,Double-Hung,60x72,Triple Pane,557,653,Energy Star Certified,0.22,0.25,15,No,"Northern, North-Central, South-Central","Lightweight, Modern Look, Recyclable, Superior Insulation",83,4.0,https://www.milgard.com/
6464,Milgard,Trinsic,Aluminum,Trinsic Double-Hung,Double-Hung,60x72,Triple Pane Low-E,636,746,Energy Star Most Efficient,0.18,0.22,15,No,All Zones,"Lightweight, Modern Look, Recyclable, Low-E Coating",83,4.0,https://www.milgard.com/
6513,Milgard,Trinsic,Aluminum,Trinsic Picture,Picture,24x36,Double Pane,169,199,Energy Star Certified,0.32,0.35,15,No,"South-Central, Southern","Lightweight, Modern Look, Recyclable",78,4.0,https://www.milgard.com/
6514,Milgard,Trinsic,Aluminum,Trinsic Picture,Picture,24x36,Double Pane Low-E,194,228,Energy Star Certified,0.28,0.3,15,No,All Zones,"Lightweight, Modern Look, Recyclable, Low-E Coating",78,4.0,https://www.milgard.com/
6515,Milgard,Trinsic,Aluminum,Trinsic Picture,Picture,24x36,Triple Pane,236,278,Energy Star Certified,0.22,0.25,15,No,"Northern, North-Central, South-Central","Lightweight, Modern Look, Recyclable, Superior Insulation",78,4.0,https://www.milgard.com/
6516,Milgard,Trinsic,Aluminum,Trinsic Picture,Picture,24x36,Triple Pane Low-E,270,318,Energy Star Most Efficient,0.18,0.22,15,No,All Zones,"Lightweight, Modern Look, Recyclable, Low-E Coating",78,4.0,https://www.milgard.com/
6517,Milgard,Trinsic,Aluminum,Trinsic Picture,Picture,36x48,Double Pane,212,248,Energy Star Certified,0.32,0.35,15,No,"South-Central, Southern","Lightweight, Modern Look, Recyclable",78,4.0,https://www.milgard.com/
6518,Milgard,Trinsic,Aluminum,Trinsic Picture,Picture,36x48,Double Pane Low-E,243,285,Energy Star Certified,0.28,0.3,15,No,All Zones,"Lightweight, Modern Look, Recyclable, Low-E Coating",78,4.0,https://www.milgard.com/
6519,Milgard,Trinsic,Aluminum,Trinsic Picture,Picture,36x48,Triple Pane,295,347,Energy Star Certified,0.22,0.25,15,No,"Northern, North-Central, South-Central","Lightweight, Modern Look, Recyclable, Superior Insulation",78,4.0,https://www.milgard.com/
6520,Milgard,Trinsic,Aluminum,Trinsic Picture,Picture,36x48,Triple Pane Low-E,338,396,Energy Star Most Efficient,0.18,0.22,15,No,All Zones,"Lightweight, Modern Look, Recyclable, Low-E Coating",78,4.0,https://www.milgard.com/
6521,Milgard,Trinsic,Aluminum,Trinsic Picture,Picture,48x60,Double Pane,274,322,Energy Star Certified,0.32,0.35,15,No,"South-Central, Southern","Lightweight, Modern Look, Recyclable",78,4.0,https://www.milgard.com/
6522,Milgard,Trinsic,Aluminum,Trinsic Picture,Picture,48x60,Double Pane Low-E,316,370,Energy Star Certified,0.28,0.3,15,No,All Zones,"Lightweight, Modern Look, Recyclable, Low-E Coating",78,4.0,https://www.milgard.com/
6523,Milgard,Trinsic,Aluminum,Trinsic Picture,Picture,48x60,Triple Pane,385,451,Energy Star Certified,0.22,0.25,15,No,"Northern, North-Central, South-Central","Lightweight, Modern Look, Recyclable, Superior Insulation",78,4.0,https://www.milgard.com/
6524,Milgard,Trinsic,Aluminum,Trinsic Picture,Picture,48x60,Triple Pane Low-E,439,515,Energy Star Most Efficient,0.18,0.22,15,No,All Zones,"Lightweight, Modern Look, Recyclable, Low-E Coating",78,4.0,https://www.milgard.com/
6525,Milgard,Trinsic,Aluminum,Trinsic Picture,Picture,60x72,Double Pane,338,396,Energy Star Certified,0.32,0.35,15,No,"South-Central, Southern","Lightweight, Modern Look, Recyclable",78,4.0,https://www.milgard.com/
6526,Milgard,Trinsic,Aluminum,Trinsic Picture,Picture,60x72,Double Pane Low-E,388,456,Energy Star Certified,0.28,0.3,15,No,All Zones,"Lightweight, Modern Look, Recyclable, Low-E Coating",78,4.0,https://www.milgard.com/
6527,Milgard,Trinsic,Aluminum,Trinsic Picture,Picture,60x72,Triple Pane,473,555,Energy Star Certified,0.22,0.25,15,No,"Northern, North-Central, South-Central","Lightweight, Modern Look, Recyclable, Superior Insulation",78,4.0,https://www.milgard.com/
6528,Milgard,Trinsic,Aluminum,Trinsic Picture,Picture,60x72,Triple Pane Low-E,541,635,Energy Star Most Efficient,0.18,0.22,15,No,All Zones,"Lightweight, Modern Look, Recyclable, Low-E Coating",78,4.0,https://www.milgard.com/
6465,Milgard,Trinsic,Aluminum,Trinsic Single-Hung,Single-Hung,24x36,Double Pane,178,210,Energy Star Certified,0.32,0.35,15,No,"South-Central, Southern","Lightweight, Modern Look, Recyclable",78,4.0,https://www.milgard.com/
6466,Milgard,Trinsic,Aluminum,Trinsic Single-Hung,Single-Hung,24x36,Double Pane Low-E,206,242,Energy Star Certified,0.28,0.3,15,No,All Zones,"Lightweight, Modern Look, Recyclable, Low-E Coating",78,4.0,https://www.milgard.com/
6467,Milgard,Trinsic,Aluminum,Trinsic Single-Hung,Single-Hung,24x36,Triple Pane,250,294,Energy Star Certified,0.22,0.25,15,No,"Northern, North-Central, South-Central","Lightweight, Modern Look, Recyclable, Superior Insulation",78,4.0,https://www.milgard.com/
6468,Milgard,Trinsic,Aluminum,Trinsic Single-Hung,Single-Hung,24x36,Triple Pane Low-E,286,336,Energy Star Most Efficient,0.18,0.22,15,No,All Zones,"Lightweight, Modern Look, Recyclable, Low-E Coating",78,4.0,https://www.milgard.com/
6469,Milgard,Trinsic,Aluminum,Trinsic Single-Hung,Single-Hung,36x48,Double Pane,224,262,Energy Star Certified,0.32,0.35,15,No,"South-Central, Southern","Lightweight, Modern Look, Recyclable",78,4.0,https://www.milgard.com/
6470,Milgard,Trinsic,Aluminum,Trinsic Single-Hung,Single-Hung,36x48,Double Pane Low-E,257,301,Energy Star Certified,0.28,0.3,15,No,All Zones,"Lightweight, Modern Look, Recyclable, Low-E Coating",78,4.0,https://www.milgard.com/
6471,Milgard,Trinsic,Aluminum,Trinsic Single-Hung,Single-Hung,36x48,Triple Pane,313,367,Energy Star Certified,0.22,0.25,15,No,"Northern, North-Central, South-Central","Lightweight, Modern Look, Recyclable, Superior Insulation",78,4.0,https://www.milgard.com/
6472,Milgard,Trinsic,Aluminum,Trinsic Single-Hung,Single-Hung,36x48,Triple Pane Low-E,358,420,Energy Star Most Efficient,0.18,0.22,15,No,All Zones,"Lightweight, Modern Look, Recyclable, Low-E Coating",78,4.0,https://www.milgard.com/
6473,Milgard,Trinsic,Aluminum,Trinsic Single-Hung,Single-Hung,48x60,Double Pane,291,341,Energy Star Certified,0.32,0.35,15,No,"South-Central, Southern","Lightweight, Modern Look, Recyclable",78,4.0,https://www.milgard.com/
6474,Milgard,Trinsic,Aluminum,Trinsic Single-Hung,Single-Hung,48x60,Double Pane Low-E,334,392,Energy Star Certified,0.28,0.3,15,No,All Zones,"Lightweight, Modern Look, Recyclable, Low-E Coating",78,4.0,https://www.milgard.com/
6475,Milgard,Trinsic,Aluminum,Trinsic Single-Hung,Single-Hung,48x60,Triple Pane,407,477,Energy Star Certified,0.22,0.25,15,No,"Northern, North-Central, South-Central","Lightweight, Modern Look, Recyclable, Superior Insulation",78,4.0,https://www.milgard.com/
6476,Milgard,Trinsic,Aluminum,Trinsic Single-Hung,Single-Hung,48x60,Triple Pane Low-E,465,545,Energy Star Most Efficient,0.18,0.22,15,No,All Zones,"Lightweight, Modern Look, Recyclable, Low-E Coating",78,4.0,https://www.milgard.com/
6477,Milgard,Trinsic,Aluminum,Trinsic Single-Hung,Single-Hung,60x72,Double Pane,358,420,Energy Star Certified,0.32,0.35,15,No,"South-Central, Southern","Lightweight, Modern Look, Recyclable",78,4.0,https://www.milgard.com/
6478,Milgard,Trinsic,Aluminum,Trinsic Single-Hung,Single-Hung,60x72,Double Pane Low-E,411,483,Energy Star Certified,0.28,0.3,15,No,All Zones,"Lightweight, Modern Look, Recyclable, Low-E Coating",78,4.0,https://www.milgard.com/
6479,Milgard,Trinsic,Aluminum,Trinsic Single-Hung,Single-Hung,60x72,Triple Pane,500,588,Energy Star Certified,0.22,0.25,15,No,"Northern, North-Central, South-Central","Lightweight, Modern Look, Recyclable, Superior Insulation",78,4.0,https://www.milgard.com/
6480,Milgard,Trinsic,Aluminum,Trinsic Single-Hung,Single-Hung,60x72,Triple Pane Low-E,572,672,Energy Star Most Efficient,0.18,0.22,15,No,All Zones,"Lightweight, Modern Look, Recyclable, Low-E Coating",78,4.0,https://www.milgard.com/
6497,Milgard,Trinsic,Aluminum,Trinsic Sliding,Sliding,24x36,Double Pane,189,221,Energy Star Certified,0.32,0.35,15,No,"South-Central, Southern","Lightweight, Modern Look, Recyclable",78,4.0,https://www.milgard.com/
6498,Milgard,Trinsic,Aluminum,Trinsic Sliding,Sliding,24x36,Double Pane Low-E,217,255,Energy Star Certified,0.28,0.3,15,No,All Zones,"Lightweight, Modern Look, Recyclable, Low-E Coating",78,4.0,https://www.milgard.com/
6499,Milgard,Trinsic,Aluminum,Trinsic Sliding,Sliding,24x36,Triple Pane,264,310,Energy Star Certified,0.22,0.25,15,No,"Northern, North-Central, South-Central","Lightweight, Modern Look, Recyclable, Superior Insulation",78,4.0,https://www.milgard.com/
6500,Milgard,Trinsic,Aluminum,Trinsic Sliding,Sliding,24x36,Triple Pane Low-E,302,354,Energy Star Most Efficient,0.18,0.22,15,No,All Zones,"Lightweight, Modern Look, Recyclable, Low-E Coating",78,4.0,https://www.milgard.com/
6501,Milgard,Trinsic,Aluminum,Trinsic Sliding,Sliding,36x48,Double Pane,236,276,Energy Star Certified,0.32,0.35,15,No,"South-Central, Southern","Lightweight, Modern Look, Recyclable",78,4.0,https://www.milgard.com/
6502,Milgard,Trinsic,Aluminum,Trinsic Sliding,Sliding,36x48,Double Pane Low-E,271,319,Energy Star Certified,0.28,0.3,15,No,All Zones,"Lightweight, Modern Look, Recyclable, Low-E Coating",78,4.0,https://www.milgard.com/
6503,Milgard,Trinsic,Aluminum,Trinsic Sliding,Sliding,36x48,Triple Pane,330,388,Energy Star Certified,0.22,0.25,15,No,"Northern, North-Central, South-Central","Lightweight, Modern Look, Recyclable, Superior Insulation",78,4.0,https://www.milgard.com/
6504,Milgard,Trinsic,Aluminum,Trinsic Sliding,Sliding,36x48,Triple Pane Low-E,377,443,Energy Star Most Efficient,0.18,0.22,15,No,All Zones,"Lightweight, Modern Look, Recyclable, Low-E Coating",78,4.0,https://www.milgard.com/
6505,Milgard,Trinsic,Aluminum,Trinsic Sliding,Sliding,48x60,Double Pane,306,360,Energy Star Certified,0.32,0.35,15,No,"South-Central, Southern","Lightweight, Modern Look, Recyclable",78,4.0,https://www.milgard.com/
6506,Milgard,Trinsic,Aluminum,Trinsic Sliding,Sliding,48x60,Double Pane Low-E,352,414,Energy Star Certified,0.28,0.3,15,No,All Zones,"Lightweight, Modern Look, Recyclable, Low-E Coating",78,4.0,https://www.milgard.com/
6507,Milgard,Trinsic,Aluminum,Trinsic Sliding,Sliding,48x60,Triple Pane,430,504,Energy Star Certified,0.22,0.25,15,No,"Northern, North-Central, South-Central","Lightweight, Modern Look, Recyclable, Superior Insulation",78,4.0,https://www.milgard.com/
6508,Milgard,Trinsic,Aluminum,Trinsic Sliding,Sliding,48x60,Triple Pane Low-E,491,577,Energy Star Most Efficient,0.18,0.22,15,No,All Zones,"Lightweight, Modern Look, Recyclable, Low-E Coating",78,4.0,https://www.milgard.com/
6509,Milgard,Trinsic,Aluminum,Trinsic Sliding,Sliding,60x72,Double Pane,377,443,Energy Star Certified,0.32,0.35,15,No,"South-Central, Southern","Lightweight, Modern Look, Recyclable",78,4.0,https://www.milgard.com/
6510,Milgard,Trinsic,Aluminum,Trinsic Sliding,Sliding,60x72,Double Pane Low-E,434,510,Energy Star Certified,0.28,0.3,15,No,All Zones,"Lightweight, Modern Look, Recyclable, Low-E Coating",78,4.0,https://www.milgard.com/
6511,Milgard,Trinsic,Aluminum,Trinsic Sliding,Sliding,60x72,Triple Pane,529,621,Energy Star Certified,0.22,0.25,15,No,"Northern, North-Central, South-Central","Lightweight, Modern Look, Recyclable, Superior Insulation",78,4.0,https://www.milgard.com/
6512,Milgard,Trinsic,Aluminum,Trinsic Sliding,Sliding,60x72,Triple Pane Low-E,604,710,Energy Star Most Efficient,0.18,0.22,15,No,All Zones,"Lightweight, Modern Look, Recyclable, Low-E Coating",78,4.0,https://www.milgard.com/
6561,Milgard,Trinsic,Fiberglass,Trinsic Casement,Casement,24x36,Double Pane,316,370,Energy Star Certified,0.32,0.35,15,No,"South-Central, Southern","Strongest Material, Weather Resistant, Energy Efficient, Easy-Crank Operation",84,4.0,https://www.milgard.com/
6562,Milgard,Trinsic,Fiberglass,Trinsic Casement,Casement,24x36,Double Pane Low-E,363,427,Energy Star Certified,0.28,0.3,15,No,All Zones,"Strongest Material, Weather Resistant, Energy Efficient, Low-E Coating",84,4.0,https://www.milgard.com/
6563,Milgard,Trinsic,Fiberglass,Trinsic Casement,Casement,24x36,Triple Pane,442,518,Energy Star Certified,0.22,0.25,15,No,"Northern, North-Central, South-Central","Strongest Material, Weather Resistant, Energy Efficient, Superior Insulation",84,4.0,https://www.milgard.com/
6564,Milgard,Trinsic,Fiberglass,Trinsic Casement,Casement,24x36,Triple Pane Low-E,505,593,Energy Star Most Efficient,0.18,0.22,15,No,All Zones,"Strongest Material, Weather Resistant, Energy Efficient, Low-E Coating",84,4.0,https://www.milgard.com/
6565,Milgard,Trinsic,Fiberglass,Trinsic Casement,Casement,36x48,Double Pane,395,463,Energy Star Certified,0.32,0.35,15,No,"South-Central, Southern","Strongest Material, Weather Resistant, Energy Efficient, Easy-Crank Operation",84,4.0,https://www.milgard.com/
6566,Milgard,Trinsic,Fiberglass,Trinsic Casement,Casement,36x48,Double Pane Low-E,454,532,Energy Star Certified,0.28,0.3,15,No,All Zones,"Strongest Material, Weather Resistant, Energy Efficient, Low-E Coating",84,4.0,https://www.milgard.com/
6567,Milgard,Trinsic,Fiberglass,Trinsic Casement,Casement,36x48,Triple Pane,553,649,Energy Star Certified,0.22,0.25,15,No,"Northern, North-Central, South-Central","Strongest Material, Weather Resistant, Energy Efficient, Superior Insulation",84,4.0,https://www.milgard.com/
6568,Milgard,Trinsic,Fiberglass,Trinsic Casement,Casement,36x48,Triple Pane Low-E,631,741,Energy Star Most Efficient,0.18,0.22,15,No,All Zones,"Strongest Material, Weather Resistant, Energy Efficient, Low-E Coating",84,4.0,https://www.milgard.com/
6569,Milgard,Trinsic,Fiberglass,Trinsic Casement,Casement,48x60,Double Pane,513,603,Energy Star Certified,0.32,0.35,15,No,"South-Central, Southern","Strongest Material, Weather Resistant, Energy Efficient, Easy-Crank Operation",84,4.0,https://www.milgard.com/
6570,Milgard,Trinsic,Fiberglass,Trinsic Casement,Casement,48x60,Double Pane Low-E,590,692,Energy Star Certified,0.28,0.3,15,No,All Zones,"Strongest Material, Weather Resistant, Energy Efficient, Low-E Coating",84,4.0,https://www.milgard.com/
6571,Milgard,Trinsic,Fiberglass,Trinsic Casement,Casement,48x60,Triple Pane,719,843,Energy Star Certified,0.22,0.25,15,No,"Northern, North-Central, South-Central","Strongest Material, Weather Resistant, Energy Efficient, Superior Insulation",84,4.0,https://www.milgard.com/
6572,Milgard,Trinsic,Fiberglass,Trinsic Casement,Casement,48x60,Triple Pane Low-E,821,963,Energy Star Most Efficient,0.18,0.22,15,No,All Zones,"Strongest Material, Weather Resistant, Energy Efficient, Low-E Coating",84,4.0,https://www.milgard.com/
6573,Milgard,Trinsic,Fiberglass,Trinsic Casement,Casement,60x72,Double Pane,631,741,Energy Star Certified,0.32,0.35,15,No,"South-Central, Southern","Strongest Material, Weather Resistant, Energy Efficient, Easy-Crank Operation",84,4.0,https://www.milgard.com/
6574,Milgard,Trinsic,Fiberglass,Trinsic Casement,Casement,60x72,Double Pane Low-E,726,852,Energy Star Certified,0.28,0.3,15,No,All Zones,"Strongest Material, Weather Resistant, Energy Efficient, Low-E Coating",84,4.0,https://www.milgard.com/
6575,Milgard,Trinsic,Fiberglass,Trinsic Casement,Casement,60x72,Triple Pane,884,1038,Energy Star Certified,0.22,0.25,15,No,"Northern, North-Central, South-Central","Strongest Material, Weather Resistant, Energy Efficient, Superior Insulation",84,4.0,https://www.milgard.com/
6576,Milgard,Trinsic,Fiberglass,Trinsic Casement,Casement,60x72,Triple Pane Low-E,1010,1186,Energy Star Most Efficient,0.18,0.22,15,No,All Zones,"Strongest Material, Weather Resistant, Energy Efficient, Low-E Coating",84,4.0,https://www.milgard.com/
6529,Milgard,Trinsic,Fiberglass,Trinsic Double-Hung,Double-Hung,24x36,Double Pane,287,337,Energy Star Certified,0.32,0.35,15,No,"South-Central, Southern","Strongest Material, Weather Resistant, Energy Efficient, Easy Cleaning",86,4.0,https://www.milgard.com/
6530,Milgard,Trinsic,Fiberglass,Trinsic Double-Hung,Double-Hung,24x36,Double Pane Low-E,330,388,Energy Star Certified,0.28,0.3,15,No,All Zones,"Strongest Material, Weather Resistant, Energy Efficient, Low-E Coating",86,4.0,https://www.milgard.com/
6531,Milgard,Trinsic,Fiberglass,Trinsic Double-Hung,Double-Hung,24x36,Triple Pane,402,472,Energy Star Certified,0.22,0.25,15,No,"Northern, North-Central, South-Central","Strongest Material, Weather Resistant, Energy Efficient, Superior Insulation",86,4.0,https://www.milgard.com/
6532,Milgard,Trinsic,Fiberglass,Trinsic Double-Hung,Double-Hung,24x36,Triple Pane Low-E,459,539,Energy Star Most Efficient,0.18,0.22,15,No,All Zones,"Strongest Material, Weather Resistant, Energy Efficient, Low-E Coating",86,4.0,https://www.milgard.com/
6533,Milgard,Trinsic,Fiberglass,Trinsic Double-Hung,Double-Hung,36x48,Double Pane,359,421,Energy Star Certified,0.32,0.35,15,No,"South-Central, Southern","Strongest Material, Weather Resistant, Energy Efficient, Easy Cleaning",86,4.0,https://www.milgard.com/
6534,Milgard,Trinsic,Fiberglass,Trinsic Double-Hung,Double-Hung,36x48,Double Pane Low-E,412,484,Energy Star Certified,0.28,0.3,15,No,All Zones,"Strongest Material, Weather Resistant, Energy Efficient, Low-E Coating",86,4.0,https://www.milgard.com/
6535,Milgard,Trinsic,Fiberglass,Trinsic Double-Hung,Double-Hung,36x48,Triple Pane,502,590,Energy Star Certified,0.22,0.25,15,No,"Northern, North-Central, South-Central","Strongest Material, Weather Resistant, Energy Efficient, Superior Insulation",86,4.0,https://www.milgard.com/
6536,Milgard,Trinsic,Fiberglass,Trinsic Double-Hung,Double-Hung,36x48,Triple Pane Low-E,574,674,Energy Star Most Efficient,0.18,0.22,15,No,All Zones,"Strongest Material, Weather Resistant, Energy Efficient, Low-E Coating",86,4.0,https://www.milgard.com/
6537,Milgard,Trinsic,Fiberglass,Trinsic Double-Hung,Double-Hung,48x60,Double Pane,466,548,Energy Star Certified,0.32,0.35,15,No,"South-Central, Southern","Strongest Material, Weather Resistant, Energy Efficient, Easy Cleaning",86,4.0,https://www.milgard.com/
6538,Milgard,Trinsic,Fiberglass,Trinsic Double-Hung,Double-Hung,48x60,Double Pane Low-E,536,630,Energy Star Certified,0.28,0.3,15,No,All Zones,"Strongest Material, Weather Resistant, Energy Efficient, Low-E Coating",86,4.0,https://www.milgard.com/
6539,Milgard,Trinsic,Fiberglass,Trinsic Double-Hung,Double-Hung,48x60,Triple Pane,653,767,Energy Star Certified,0.22,0.25,15,No,"Northern, North-Central, South-Central","Strongest Material, Weather Resistant, Energy Efficient, Superior Insulation",86,4.0,https://www.milgard.com/
6540,Milgard,Trinsic,Fiberglass,Trinsic Double-Hung,Double-Hung,48x60,Triple Pane Low-E,746,876,Energy Star Most Efficient,0.18,0.22,15,No,All Zones,"Strongest Material, Weather Resistant, Energy Efficient, Low-E Coating",86,4.0,https://www.milgard.com/
6541,Milgard,Trinsic,Fiberglass,Trinsic Double-Hung,Double-Hung,60x72,Double Pane,574,674,Energy Star Certified,0.32,0.35,15,No,"South-Central, Southern","Strongest Material, Weather Resistant, Energy Efficient, Easy Cleaning",86,4.0,https://www.milgard.com/
6542,Milgard,Trinsic,Fiberglass,Trinsic Double-Hung,Double-Hung,60x72,Double Pane Low-E,661,775,Energy Star Certified,0.28,0.3,15,No,All Zones,"Strongest Material, Weather Resistant, Energy Efficient, Low-E Coating",86,4.0,https://www.milgard.com/
6543,Milgard,Trinsic,Fiberglass,Trinsic Double-Hung,Double-Hung,60x72,Triple Pane,804,944,Energy Star Certified,0.22,0.25,15,No,"Northern, North-Central, South-Central","Strongest Material, Weather Resistant, Energy Efficient, Superior Insulation",86,4.0,https://www.milgard.com/
6544,Milgard,Trinsic,Fiberglass,Trinsic Double-Hung,Double-Hung,60x72,Triple Pane Low-E,918,1078,Energy Star Most Efficient,0.18,0.22,15,No,All Zones,"Strongest Material, Weather Resistant, Energy Efficient, Low-E Coating",86,4.0,https://www.milgard.com/
6593,Milgard,Trinsic,Fiberglass,Trinsic Picture,Picture,24x36,Double Pane,244,286,Energy Star Certified,0.32,0.35,15,No,"South-Central, Southern","Strongest Material, Weather Resistant, Energy Efficient",81,4.0,https://www.milgard.com/
6594,Milgard,Trinsic,Fiberglass,Trinsic Picture,Picture,24x36,Double Pane Low-E,281,329,Energy Star Certified,0.28,0.3,15,No,All Zones,"Strongest Material, Weather Resistant, Energy Efficient, Low-E Coating",81,4.0,https://www.milgard.com/
6595,Milgard,Trinsic,Fiberglass,Trinsic Picture,Picture,24x36,Triple Pane,341,401,Energy Star Certified,0.22,0.25,15,No,"Northern, North-Central, South-Central","Strongest Material, Weather Resistant, Energy Efficient, Superior Insulation",81,4.0,https://www.milgard.com/
6596,Milgard,Trinsic,Fiberglass,Trinsic Picture,Picture,24x36,Triple Pane Low-E,390,458,Energy Star Most Efficient,0.18,0.22,15,No,All Zones,"Strongest Material, Weather Resistant, Energy Efficient, Low-E Coating",81,4.0,https://www.milgard.com/
6597,Milgard,Trinsic,Fiberglass,Trinsic Picture,Picture,36x48,Double Pane,305,359,Energy Star Certified,0.32,0.35,15,No,"South-Central, Southern","Strongest Material, Weather Resistant, Energy Efficient",81,4.0,https://www.milgard.com/
6598,Milgard,Trinsic,Fiberglass,Trinsic Picture,Picture,36x48,Double Pane Low-E,351,411,Energy Star Certified,0.28,0.3,15,No,All Zones,"Strongest Material, Weather Resistant, Energy Efficient, Low-E Coating",81,4.0,https://www.milgard.com/
6599,Milgard,Trinsic,Fiberglass,Trinsic Picture,Picture,36x48,Triple Pane,427,501,Energy Star Certified,0.22,0.25,15,No,"Northern, North-Central, South-Central","Strongest Material, Weather Resistant, Energy Efficient, Superior Insulation",81,4.0,https://www.milgard.com/
6600,Milgard,Trinsic,Fiberglass,Trinsic Picture,Picture,36x48,Triple Pane Low-E,488,572,Energy Star Most Efficient,0.18,0.22,15,No,All Zones,"Strongest Material, Weather Resistant, Energy Efficient, Low-E Coating",81,4.0,https://www.milgard.com/
6601,Milgard,Trinsic,Fiberglass,Trinsic Picture,Picture,48x60,Double Pane,397,465,Energy Star Certified,0.32,0.35,15,No,"South-Central, Southern","Strongest Material, Weather Resistant, Energy Efficient",81,4.0,https://www.milgard.com/
6602,Milgard,Trinsic,Fiberglass,Trinsic Picture,Picture,48x60,Double Pane Low-E,456,536,Energy Star Certified,0.28,0.3,15,No,All Zones,"Strongest Material, Weather Resistant, Energy Efficient, Low-E Coating",81,4.0,https://www.milgard.com/
6603,Milgard,Trinsic,Fiberglass,Trinsic Picture,Picture,48x60,Triple Pane,555,651,Energy Star Certified,0.22,0.25,15,No,"Northern, North-Central, South-Central","Strongest Material, Weather Resistant, Energy Efficient, Superior Insulation",81,4.0,https://www.milgard.com/
6604,Milgard,Trinsic,Fiberglass,Trinsic Picture,Picture,48x60,Triple Pane Low-E,635,745,Energy Star Most Efficient,0.18,0.22,15,No,All Zones,"Strongest Material, Weather Resistant, Energy Efficient, Low-E Coating",81,4.0,https://www.milgard.com/
6605,Milgard,Trinsic,Fiberglass,Trinsic Picture,Picture,60x72,Double Pane,488,572,Energy Star Certified,0.32,0.35,15,No,"South-Central, Southern","Strongest Material, Weather Resistant, Energy Efficient",81,4.0,https://www.milgard.com/
6606,Milgard,Trinsic,Fiberglass,Trinsic Picture,Picture,60x72,Double Pane Low-E,561,659,Energy Star Certified,0.28,0.3,15,No,All Zones,"Strongest Material, Weather Resistant, Energy Efficient, Low-E Coating",81,4.0,https://www.milgard.com/
6607,Milgard,Trinsic,Fiberglass,Trinsic Picture,Picture,60x72,Triple Pane,684,802,Energy Star Certified,0.22,0.25,15,No,"Northern, North-Central, South-Central","Strongest Material, Weather Resistant, Energy Efficient, Superior Insulation",81,4.0,https://www.milgard.com/
6608,Milgard,Trinsic,Fiberglass,Trinsic Picture,Picture,60x72,Triple Pane Low-E,781,917,Energy Star Most Efficient,0.18,0.22,15,No,All Zones,"Strongest Material, Weather Resistant, Energy Efficient, Low-E Coating",81,4.0,https://www.milgard.com/
6545,Milgard,Trinsic,Fiberglass,Trinsic Single-Hung,Single-Hung,24x36,Double Pane,259,303,Energy Star Certified,0.32,0.35,15,No,"South-Central, Southern","Strongest Material, Weather Resistant, Energy Efficient",81,4.0,https://www.milgard.com/
6546,Milgard,Trinsic,Fiberglass,Trinsic Single-Hung,Single-Hung,24x36,Double Pane Low-E,297,349,Energy Star Certified,0.28,0.3,15,No,All Zones,"Strongest Material, Weather Resistant, Energy Efficient, Low-E Coating",81,4.0,https://www.milgard.com/
6547,Milgard,Trinsic,Fiberglass,Trinsic Single-Hung,Single-Hung,24x36,Triple Pane,362,424,Energy Star Certified,0.22,0.25,15,No,"Northern, North-Central, South-Central","Strongest Material, Weather Resistant, Energy Efficient, Superior Insulation",81,4.0,https://www.milgard.com/
6548,Milgard,Trinsic,Fiberglass,Trinsic Single-Hung,Single-Hung,24x36,Triple Pane Low-E,413,485,Energy Star Most Efficient,0.18,0.22,15,No,All Zones,"Strongest Material, Weather Resistant, Energy Efficient, Low-E Coating",81,4.0,https://www.milgard.com/
6549,Milgard,Trinsic,Fiberglass,Trinsic Single-Hung,Single-Hung,36x48,Double Pane,323,379,Energy Star Certified,0.32,0.35,15,No,"South-Central, Southern","Strongest Material, Weather Resistant, Energy Efficient",81,4.0,https://www.milgard.com/
6550,Milgard,Trinsic,Fiberglass,Trinsic Single-Hung,Single-Hung,36x48,Double Pane Low-E,372,436,Energy Star Certified,0.28,0.3,15,No,All Zones,"Strongest Material, Weather Resistant, Energy Efficient, Low-E Coating",81,4.0,https://www.milgard.com/
